Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000033107	Rnf125	18
ENSMUSG00000094035	Ldlrad2	4
ENSMUSG00000002274	Metrn	17
ENSMUSG00000094620	Cldn34c3	X
ENSMUSG00000024125	Sbpl	17
ENSMUSG00000024965	Fermt3	19
ENSMUSG00000023912	Slc25a27	17
ENSMUSG00000079740	Gm11172	16
ENSMUSG00000047368	Abhd17b	19
ENSMUSG00000024194	Cuta	17
ENSMUSG00000094172	AC163611.1	JH584299.1
ENSMUSG00000054723	Vmac	17
ENSMUSG00000024601	Isoc1	18
ENSMUSG00000073052	D130052B06Rik	11
ENSMUSG00000024234	Mtpap	18
ENSMUSG00000033478	Fam160b1	19
ENSMUSG00000034681	Rnps1	17
ENSMUSG00000091768	Gm17617	13
ENSMUSG00000035051	Dhx57	17
ENSMUSG00000031861	Lpar2	8
ENSMUSG00000024026	Glo1	17
ENSMUSG00000024528	Srfbp1	18
ENSMUSG00000090805	CAAA01165726.1	GL456233.1
ENSMUSG00000095104	Esp15	17
ENSMUSG00000024521	Pmaip1	18
ENSMUSG00000091636	Akain1	17
ENSMUSG00000025225	Nfkb2	19
ENSMUSG00000034509	Mad2l1bp	17
ENSMUSG00000024535	Snx24	18
ENSMUSG00000051638	Gm9857	3
ENSMUSG00000001380	Hars	18
ENSMUSG00000024253	Dync2li1	17
ENSMUSG00000094441	Zfp955a	17
ENSMUSG00000090485	Gm17416	2
ENSMUSG00000023953	Polh	17
ENSMUSG00000009047	Gm5965	16
ENSMUSG00000041062	Mslnl	17
ENSMUSG00000003208	Ccdc94	17
ENSMUSG00000025034	Trim8	19
ENSMUSG00000044957	Pp2d1	17
ENSMUSG00000063796	Slc22a8	19
ENSMUSG00000019489	Cd70	17
ENSMUSG00000035678	Tnfsf9	17
ENSMUSG00000025078	Nhlrc2	19
ENSMUSG00000024560	Cxxc1	18
ENSMUSG00000024056	Ndc80	17
ENSMUSG00000091900	Gm4353	7
ENSMUSG00000043789	Vwce	19
ENSMUSG00000067931	Zfp948	17
ENSMUSG00000095456	Il11ra2	JH584293.1
ENSMUSG00000074735	Gm21994	2
ENSMUSG00000095315	Gm10130	2
ENSMUSG00000062464	Cyp4f37	17
ENSMUSG00000074473	A230072I06Rik	8
ENSMUSG00000063904	Dpp3	19
ENSMUSG00000092008	Cyp2c69	19
ENSMUSG00000024242	Map4k3	17
ENSMUSG00000091844	Gm8251	1
ENSMUSG00000053706	B430305J03Rik	3
ENSMUSG00000051490	Foxd4	19
ENSMUSG00000072082	Ccnf	17
ENSMUSG00000043972	Opn5	17
ENSMUSG00000096201	Gm10715	9
ENSMUSG00000073448	Gm10509	17
ENSMUSG00000094836	AC123873.3	JH584299.1
ENSMUSG00000096646	CR974586.6	JH584293.1
ENSMUSG00000063656	Gm10135	5
ENSMUSG00000091744	Gm17732	18
ENSMUSG00000074219	Gm10644	8
ENSMUSG00000094472	Gm21897	16
ENSMUSG00000062591	Tubb4a	17
ENSMUSG00000079600	Gm17604	X
ENSMUSG00000060019	Gm10073	8
ENSMUSG00000044390	Tigd3	19
ENSMUSG00000024381	Bin1	18
ENSMUSG00000091041	Gm17720	8
ENSMUSG00000054843	Atrnl1	19
ENSMUSG00000034371	Tkfc	19
ENSMUSG00000092086	Gm6793	8
ENSMUSG00000024790	Sac3d1	19
ENSMUSG00000024863	Mbl2	19
ENSMUSG00000116166	Lbhd1	19
ENSMUSG00000069622	Gm10273	10
ENSMUSG00000095186	Gm10718	9
ENSMUSG00000024313	Mep1b	18
ENSMUSG00000010663	Fads1	19
ENSMUSG00000073574	Grxcr2	18
ENSMUSG00000092123	Gm17581	2
ENSMUSG00000061808	Ttr	18
ENSMUSG00000054745	Gm9955	18
ENSMUSG00000078349	AW011738	4
ENSMUSG00000024697	Gna14	19
ENSMUSG00000079183	C030005K15Rik	10
ENSMUSG00000045506	A930002H24Rik	17
ENSMUSG00000096680	AC164084.3	JH584296.1
ENSMUSG00000024383	Map3k2	18
ENSMUSG00000036748	Cuedc2	19
ENSMUSG00000045027	Prss22	17
ENSMUSG00000024317	Rnf138	18
ENSMUSG00000024896	Minpp1	19
ENSMUSG00000024597	Slc12a2	18
ENSMUSG00000072673	Gm10392	11
ENSMUSG00000024491	Rbm27	18
ENSMUSG00000032191	Bcl2l10	9
ENSMUSG00000024261	Syt4	18
ENSMUSG00000024357	Sil1	18
ENSMUSG00000095266	Gm5225	17
ENSMUSG00000024524	Gnal	18
ENSMUSG00000039628	Hs3st6	17
ENSMUSG00000096519	Gm10721	9
ENSMUSG00000069324	Gm5096	18
ENSMUSG00000068606	Gm4841	18
ENSMUSG00000056671	Prelid2	18
ENSMUSG00000095224	F930015N05Rik	11
ENSMUSG00000097221	1810049J17Rik	15
ENSMUSG00000038299	Wdr36	18
ENSMUSG00000062083	Rpl13a-ps1	19
ENSMUSG00000046088	Gm9805	17
ENSMUSG00000001700	Gramd3	18
ENSMUSG00000090317	Gm17324	9
ENSMUSG00000079024	Gm21961	15
ENSMUSG00000071202	Ccdc78	17
ENSMUSG00000094728	AC132444.2	GL456221.1
ENSMUSG00000072612	Gm10382	5
ENSMUSG00000096194	Btbd35f2	X
ENSMUSG00000026736	4930426L09Rik	2
ENSMUSG00000074228	Gm10645	8
ENSMUSG00000094601	Gm5926	X
ENSMUSG00000073563	Csnk1g3	18
ENSMUSG00000073173	Gm10477	X
ENSMUSG00000007670	Khsrp	17
ENSMUSG00000024546	4930546C10Rik	18
ENSMUSG00000070900	Gm10306	4
ENSMUSG00000095234	Gm21586	4
ENSMUSG00000070023	Gm10283	8
ENSMUSG00000053560	Ier2	8
ENSMUSG00000053846	Lipg	18
ENSMUSG00000092043	Esp6	17
ENSMUSG00000023959	Clic5	17
ENSMUSG00000038541	Srd5a2	17
ENSMUSG00000062202	Btbd9	17
ENSMUSG00000023915	Tnfrsf21	17
ENSMUSG00000071073	Lrrc73	17
ENSMUSG00000093922	Rpl36-ps4	17
ENSMUSG00000036855	Gjd4	18
ENSMUSG00000075289	Carns1	19
ENSMUSG00000091863	Cldn34a	X
ENSMUSG00000024588	Fech	18
ENSMUSG00000095098	Ccdc85b	19
ENSMUSG00000036103	Colec12	18
ENSMUSG00000015605	Srf	17
ENSMUSG00000079800	AC125149.3	GL456210.1
ENSMUSG00000003546	Klc4	17
ENSMUSG00000079563	Pglyrp2	17
ENSMUSG00000024897	Apba1	19
ENSMUSG00000078735	Il11ra2	4
ENSMUSG00000059409	Ppp2r5d	17
ENSMUSG00000034616	Ssh3	19
ENSMUSG00000095666	AC164084.2	JH584296.1
ENSMUSG00000091519	Skor2	18
ENSMUSG00000079190	AC133103.1	GL456211.1
ENSMUSG00000049760	2410015M20Rik	17
ENSMUSG00000054640	Slc8a1	17
ENSMUSG00000053536	Cstf2t	19
ENSMUSG00000054321	Taf4b	18
ENSMUSG00000056078	Lipm	19
ENSMUSG00000005824	Tnfsf14	17
ENSMUSG00000050321	Neto1	18
ENSMUSG00000094722	AC125178.1	JH584298.1
ENSMUSG00000045664	Cdc42ep2	19
ENSMUSG00000079353	Gm11099	2
ENSMUSG00000024764	Naa40	19
ENSMUSG00000084957	Bbip1	19
ENSMUSG00000074922	Fam122a	19
ENSMUSG00000025178	Pi4k2a	19
ENSMUSG00000000127	Fer	17
ENSMUSG00000073802	Cdkn2b	4
ENSMUSG00000036225	Kctd1	18
ENSMUSG00000037815	Ctnna1	18
ENSMUSG00000071661	Zbtb3	19
ENSMUSG00000095540	Esp4	17
ENSMUSG00000053799	Exoc6	19
ENSMUSG00000040065	Pfpl	19
ENSMUSG00000024991	Eif3a	19
ENSMUSG00000025226	Fbxl15	19
ENSMUSG00000042680	Garem1	18
ENSMUSG00000079175	Gm11060	2
ENSMUSG00000041168	Lonp1	17
ENSMUSG00000067889	Sptbn2	19
ENSMUSG00000095927	Gm21822	Y
ENSMUSG00000095207	CR974586.1	JH584293.1
ENSMUSG00000067929	Gm10226	17
ENSMUSG00000075485	Gm10842	11
ENSMUSG00000051401	Kctd16	18
ENSMUSG00000024260	Sap130	18
ENSMUSG00000039098	Gm9767	10
ENSMUSG00000078240	Gm3550	18
ENSMUSG00000042816	Gpr151	18
ENSMUSG00000037104	Socs5	17
ENSMUSG00000038128	Camk4	18
ENSMUSG00000050824	Sstr5	17
ENSMUSG00000097411	B430218F22Rik	13
ENSMUSG00000073568	Arl14epl	18
ENSMUSG00000074925	Ptar1	19
ENSMUSG00000062226	Gm10112	X
ENSMUSG00000094296	Gm21798	15
ENSMUSG00000004054	Map3k11	19
ENSMUSG00000024580	Grpel2	18
ENSMUSG00000036299	BC031181	18
ENSMUSG00000035783	Acta2	19
ENSMUSG00000025202	Scd3	19
ENSMUSG00000096278	Dcpp2	17
ENSMUSG00000062456	Rpl9-ps6	19
ENSMUSG00000096236	AC165294.2	JH584297.1
ENSMUSG00000024045	Akap8	17
ENSMUSG00000024366	Gfra3	18
ENSMUSG00000079264	Gm11077	6
ENSMUSG00000097821	C130032M10Rik	9
ENSMUSG00000091007	D630036H23Rik	12
ENSMUSG00000093883	Gm21866	Y
ENSMUSG00000024502	Jakmip2	18
ENSMUSG00000024990	Rbp4	19
ENSMUSG00000096445	Dcpp1	17
ENSMUSG00000068068	Gm7735	16
ENSMUSG00000115956	Hoxd4	2
ENSMUSG00000023066	Rttn	18
ENSMUSG00000094018	S100a2	3
ENSMUSG00000096968	Gm26620	1
ENSMUSG00000024142	Mlst8	17
ENSMUSG00000054905	Stfa3	16
ENSMUSG00000024286	Ccny	18
ENSMUSG00000073542	Cep76	18
ENSMUSG00000025218	Poll	19
ENSMUSG00000040771	Oard1	17
ENSMUSG00000024477	Pggt1b	18
ENSMUSG00000091586	Cyp4f17	17
ENSMUSG00000025036	Sfxn2	19
ENSMUSG00000048826	Dact2	17
ENSMUSG00000015126	Tsr3	17
ENSMUSG00000024759	Atl3	19
ENSMUSG00000095625	Esp24	17
ENSMUSG00000051341	Zfp52	17
ENSMUSG00000096847	Tmem151b	17
ENSMUSG00000024526	Cidea	18
ENSMUSG00000071847	Apcdd1	18
ENSMUSG00000025066	Sfr1	19
ENSMUSG00000079416	Gm11111	5
ENSMUSG00000040732	Erg	16
ENSMUSG00000079333	Gm11096	17
ENSMUSG00000050612	Txndc2	17
ENSMUSG00000024206	Rfx2	17
ENSMUSG00000040247	Tbc1d10c	19
ENSMUSG00000061654	Spry3	GL456233.1
ENSMUSG00000093857	Btbd35f22	X
ENSMUSG00000025026	Add3	19
ENSMUSG00000036223	Ska1	18
ENSMUSG00000024140	Epas1	17
ENSMUSG00000046139	Patl1	19
ENSMUSG00000095076	AC125178.2	JH584298.1
ENSMUSG00000062783	Csprs	GL456221.1
ENSMUSG00000022914	Brwd1	16
ENSMUSG00000001383	Zmat2	18
ENSMUSG00000078840	Gm10999	8
ENSMUSG00000071604	Fam189a2	19
ENSMUSG00000067872	Ccdc87	19
ENSMUSG00000094564	Gm21870	X
ENSMUSG00000024891	Slc29a2	19
ENSMUSG00000035885	Cox8a	19
ENSMUSG00000024899	Papss2	19
ENSMUSG00000055095	Spink6	18
ENSMUSG00000096506	CR974586.5	JH584293.1
ENSMUSG00000036533	Cdc42ep3	17
ENSMUSG00000003228	Grk5	19
ENSMUSG00000050996	Cetn1	18
ENSMUSG00000116045	Hgs	11
ENSMUSG00000049882	Vcpkmt	12
ENSMUSG00000071256	Zfp213	17
ENSMUSG00000094741	AC140325.2	GL456354.1
ENSMUSG00000024529	Lox	18
ENSMUSG00000094576	AC087559.3	GL456350.1
ENSMUSG00000024875	Yif1a	19
ENSMUSG00000035692	Isg15	4
ENSMUSG00000107108	Gm9936	5
ENSMUSG00000024583	Txnl1	18
ENSMUSG00000069475	Gm6020	19
ENSMUSG00000096042	Vmn2r125	4
ENSMUSG00000096915	Btbd35f6	X
ENSMUSG00000078984	Gm11027	12
ENSMUSG00000085473	Gm16686	4
ENSMUSG00000094351	Gm21883	X
ENSMUSG00000070717	Gm10300	4
ENSMUSG00000074837	Gm10770	2
ENSMUSG00000095769	Gm21891	Y
ENSMUSG00000024937	Ehbp1l1	19
ENSMUSG00000053615	Gm9913	2
ENSMUSG00000024174	Pot1b	17
ENSMUSG00000024644	Cndp2	18
ENSMUSG00000053441	Adamts19	18
ENSMUSG00000073532	Gm7276	18
ENSMUSG00000024740	Ddb1	19
ENSMUSG00000094115	Spin2-ps6	X
ENSMUSG00000051219	3100002H09Rik	4
ENSMUSG00000024645	Timm21	18
ENSMUSG00000095250	AC133103.4	GL456211.1
ENSMUSG00000073371	Gm6594	17
ENSMUSG00000032915	Adgre4	17
ENSMUSG00000095886	Esp38	17
ENSMUSG00000039616	Mocos	18
ENSMUSG00000095320	Ccl21a	JH584294.1
ENSMUSG00000090889	Gm17428	14
ENSMUSG00000038781	Stap2	17
ENSMUSG00000064052	Gm5089	14
ENSMUSG00000094383	AC123873.1	JH584299.1
ENSMUSG00000091312	Gm17490	2
ENSMUSG00000023829	Slc22a1	17
ENSMUSG00000079414	Gm11110	17
ENSMUSG00000074811	Hps6	19
ENSMUSG00000024273	2700062C07Rik	18
ENSMUSG00000091297	Gm8439	4
ENSMUSG00000040901	Kcnk18	19
ENSMUSG00000007603	Dus3l	17
ENSMUSG00000024900	Cpt1a	19
ENSMUSG00000062376	Borcs7	19
ENSMUSG00000044375	BC027072	17
ENSMUSG00000096463	Gm21750	14
ENSMUSG00000095675	Ccl21b	4
ENSMUSG00000073631	Gm10553	1
ENSMUSG00000058152	Chsy3	18
ENSMUSG00000091028	Gm10722	9
ENSMUSG00000011752	Pgam1	19
ENSMUSG00000091695	Gm17669	18
ENSMUSG00000096120	Gm21800	Y
ENSMUSG00000044645	Gm7334	17
ENSMUSG00000024091	Vapa	17
ENSMUSG00000053821	Gm9922	14
ENSMUSG00000096736	Gm17535	9
ENSMUSG00000055795	Gm5160	18
ENSMUSG00000024622	Hmgxb3	18
ENSMUSG00000095366	Gm21860	Y
ENSMUSG00000095693	Gm21820	Y
ENSMUSG00000062526	Mppe1	18
ENSMUSG00000033207	Mamdc2	19
ENSMUSG00000095450	AC132444.4	GL456221.1
ENSMUSG00000055072	Gm9964	11
ENSMUSG00000073761	4933427I04Rik	4
ENSMUSG00000066983	Gm16519	17
ENSMUSG00000095193	Gm20939	17
ENSMUSG00000056468	5730596B20Rik	6
ENSMUSG00000039540	4921524L21Rik	18
ENSMUSG00000034108	Ccs	19
ENSMUSG00000024941	Scyl1	19
ENSMUSG00000079374	Gm8334	X
ENSMUSG00000033053	1700028P14Rik	19
ENSMUSG00000091109	Gm17622	13
ENSMUSG00000091497	Gm44	X
ENSMUSG00000054648	Zfp869	8
ENSMUSG00000003206	Ebi3	17
ENSMUSG00000094690	1600014C23Rik	17
ENSMUSG00000034339	Gm5689	18
ENSMUSG00000116417	CT025619.1	9
ENSMUSG00000079192	AC125149.1	GL456210.1
ENSMUSG00000095993	Gm21060	19
ENSMUSG00000078620	Gm10964	3
ENSMUSG00000049740	5330417H12Rik	7
ENSMUSG00000025208	Mrpl43	19
ENSMUSG00000058704	Memo1	17
ENSMUSG00000091191	Gm17334	11
ENSMUSG00000025050	Pcgf6	19
ENSMUSG00000040828	Catsperd	17
ENSMUSG00000095742	CAAA01147332.1	JH584295.1
ENSMUSG00000071042	Rasgrp3	17
ENSMUSG00000079808	AC168977.1	GL456212.1
ENSMUSG00000044724	Gpr152	19
ENSMUSG00000079286	Gm11084	2
ENSMUSG00000096533	Gm21852	Y
ENSMUSG00000094867	Gm21900	Y
ENSMUSG00000048832	Vps37c	19
ENSMUSG00000095637	Btbd35f25	X
ENSMUSG00000093996	Fam205a3	4
ENSMUSG00000068314	Gm6899	11
ENSMUSG00000024846	Cst6	19
ENSMUSG00000024088	4930583I09Rik	17
ENSMUSG00000056214	Pard6g	18
ENSMUSG00000073375	Lrrc30	17
ENSMUSG00000090747	Esp8	17
ENSMUSG00000056185	Snx32	19
ENSMUSG00000041360	Pum3	19
ENSMUSG00000079439	Gm11116	5
ENSMUSG00000042401	Crtac1	19
ENSMUSG00000095475	AC133095.2	JH584299.1
ENSMUSG00000056632	Dsg3	18
ENSMUSG00000024087	Cyp1b1	17
ENSMUSG00000067928	Zfp760	17
ENSMUSG00000002477	Snrpd1	18
ENSMUSG00000024749	Tmc1	19
ENSMUSG00000024425	Ndfip1	18
ENSMUSG00000024350	Dnajc18	18
ENSMUSG00000024594	Prrc1	18
ENSMUSG00000075006	Gm10799	2
ENSMUSG00000075014	Gm10800	2
ENSMUSG00000025203	Scd2	19
ENSMUSG00000049164	Zfp518a	19
ENSMUSG00000024999	Noc3l	19
ENSMUSG00000002504	Slc9a3r2	17
ENSMUSG00000054072	Iigp1	18
ENSMUSG00000024833	Pola2	19
ENSMUSG00000074852	Hpse2	19
ENSMUSG00000042211	Fbxo38	18
ENSMUSG00000044526	Znrf4	17
ENSMUSG00000058064	Gm10036	18
ENSMUSG00000096528	G430049J08Rik	18
ENSMUSG00000075596	B130006D01Rik	11
ENSMUSG00000094352	Btbd35f19	X
ENSMUSG00000096969	4930535I16Rik	4
ENSMUSG00000094864	Gm17521	X
ENSMUSG00000021676	Iqgap2	13
ENSMUSG00000024519	Cplx4	18
ENSMUSG00000097405	D630044L22Rik	17
ENSMUSG00000036904	Fzd8	18
ENSMUSG00000096697	Esp23	17
ENSMUSG00000062078	Qk	17
ENSMUSG00000061126	Cyp4f39	17
ENSMUSG00000004730	Adgre1	17
ENSMUSG00000040658	Dnph1	17
ENSMUSG00000024271	Elp2	18
ENSMUSG00000024423	Impact	18
ENSMUSG00000096910	Zfp955b	17
ENSMUSG00000041754	Trem3	17
ENSMUSG00000067627	Gm10217	8
ENSMUSG00000094024	Esp18	17
ENSMUSG00000056124	B4galt6	18
ENSMUSG00000039481	Nrtn	17
ENSMUSG00000023909	Paqr4	17
ENSMUSG00000024486	Hbegf	18
ENSMUSG00000023945	Slc5a7	17
ENSMUSG00000094791	AC126035.1	JH584299.1
ENSMUSG00000053729	Spinkl	18
ENSMUSG00000094869	Gm21679	Y
ENSMUSG00000055839	Elob	17
ENSMUSG00000057409	Zfp53	17
ENSMUSG00000025732	Mcrip2	17
ENSMUSG00000050668	Gpatch11	17
ENSMUSG00000024248	Cox7a2l	17
ENSMUSG00000035420	Fam170a	18
ENSMUSG00000034039	Prss29	17
ENSMUSG00000024966	Stip1	19
ENSMUSG00000050945	Zfp438	18
ENSMUSG00000078963	Hsbp1l1	18
ENSMUSG00000040852	Plekhh2	17
ENSMUSG00000044201	Cdc25c	18
ENSMUSG00000091938	Gm2564	4
ENSMUSG00000096828	Gm3618	14
ENSMUSG00000090897	Gm44501	17
ENSMUSG00000095386	Gm17662	4
ENSMUSG00000063897	CAAA01118383.1	GL456216.1
ENSMUSG00000073639	Rab18	18
ENSMUSG00000024155	Meiob	17
ENSMUSG00000014503	Pkd2l2	18
ENSMUSG00000063590	Slc22a28	19
ENSMUSG00000023949	Tcte1	17
ENSMUSG00000024902	Mrpl11	19
ENSMUSG00000037477	Tbx10	19
ENSMUSG00000038002	Cramp1l	17
ENSMUSG00000079438	Gm11115	5
ENSMUSG00000024661	Fth1	19
ENSMUSG00000040775	Gm9772	17
ENSMUSG00000097386	9130213A22Rik	11
ENSMUSG00000003200	Sh3gl1	17
ENSMUSG00000053226	Dand5	8
ENSMUSG00000094354	Gm21882	Y
ENSMUSG00000073460	Pnldc1	17
ENSMUSG00000075224	Lrrc55	2
ENSMUSG00000091821	Srsx	X
ENSMUSG00000002658	Gtf2f1	17
ENSMUSG00000024824	Rad9a	19
ENSMUSG00000095891	Gm10717	9
ENSMUSG00000041130	Zfp598	17
ENSMUSG00000039840	Epg5	18
ENSMUSG00000035179	Ppp1r32	19
ENSMUSG00000039770	Ypel5	17
ENSMUSG00000024349	Tmem173	18
ENSMUSG00000024642	Tle4	19
ENSMUSG00000024346	Pfdn1	18
ENSMUSG00000071033	Gm10308	17
ENSMUSG00000035521	Gnptg	17
ENSMUSG00000024812	Tjp2	19
ENSMUSG00000067225	Cyp2c54	19
ENSMUSG00000003559	As3mt	19
ENSMUSG00000049427	Gm9837	11
ENSMUSG00000024076	Vit	17
ENSMUSG00000045316	Fahd1	17
ENSMUSG00000097169	Gm26661	14
ENSMUSG00000025076	Casp7	19
ENSMUSG00000015575	Atp6v0e	17
ENSMUSG00000079598	Clec2l	6
ENSMUSG00000024525	Impa2	18
ENSMUSG00000041199	Rpusd1	17
ENSMUSG00000095019	AC234645.1	JH584303.1
ENSMUSG00000024451	Arap3	18
ENSMUSG00000095787	AC133103.6	GL456211.1
ENSMUSG00000034041	Lyl1	8
ENSMUSG00000024127	Prepl	17
ENSMUSG00000023938	Aars2	17
ENSMUSG00000025220	Mgea5	19
ENSMUSG00000090863	A530084C06Rik	13
ENSMUSG00000096596	Gm10591	4
ENSMUSG00000091096	Gm17304	5
ENSMUSG00000094514	AC133103.3	GL456211.1
ENSMUSG00000035372	1810055G02Rik	19
ENSMUSG00000023932	Cdc5l	17
ENSMUSG00000024942	Capn1	19
ENSMUSG00000024855	Pacs1	19
ENSMUSG00000095562	Gm21887	X
ENSMUSG00000024306	Ccdc178	18
ENSMUSG00000024376	Epb41l4a	18
ENSMUSG00000024844	Banf1	19
ENSMUSG00000096756	AC165294.3	JH584297.1
ENSMUSG00000036278	Macrod1	19
ENSMUSG00000044730	9930104L06Rik	4
ENSMUSG00000024754	Tmem2	19
ENSMUSG00000063434	Sorcs3	19
ENSMUSG00000071654	Uqcc3	19
ENSMUSG00000079382	Gm3443	19
ENSMUSG00000080268	Brms1	19
ENSMUSG00000039982	Dtx4	19
ENSMUSG00000063576	Klhdc3	17
ENSMUSG00000024878	Cbwd1	19
ENSMUSG00000074746	Pdzd8	19
ENSMUSG00000006818	Sod2	17
ENSMUSG00000071658	Gng3	19
ENSMUSG00000047044	D030056L22Rik	19
ENSMUSG00000024789	Jak2	19
ENSMUSG00000039954	Stk32a	18
ENSMUSG00000023020	Cox14	15
ENSMUSG00000039330	Tsga10ip	19
ENSMUSG00000071656	Lrrn4cl	19
ENSMUSG00000078912	Gm11011	2
ENSMUSG00000095663	Gm2310	15
ENSMUSG00000012282	Wnt8a	18
ENSMUSG00000050503	Fbxl22	9
ENSMUSG00000024726	Carnmt1	19
ENSMUSG00000096620	Gm5169	X
ENSMUSG00000075015	Gm10801	2
ENSMUSG00000013662	Atad1	19
ENSMUSG00000024842	Cabp4	19
ENSMUSG00000053624	Gykl1	18
ENSMUSG00000025171	Ubtd1	19
ENSMUSG00000073565	Prr16	18
ENSMUSG00000024538	Ppic	18
ENSMUSG00000091441	Gm17387	7
ENSMUSG00000046070	Igfals	17
ENSMUSG00000079258	Calhm1	19
ENSMUSG00000045903	Npas4	19
ENSMUSG00000047259	Mc4r	18
ENSMUSG00000060201	Spink7	18
ENSMUSG00000094030	Gm21833	16
ENSMUSG00000046229	Scand1	2
ENSMUSG00000025738	Fbxl16	17
ENSMUSG00000073752	Gm10570	4
ENSMUSG00000042705	Commd10	18
ENSMUSG00000078604	Gm10961	3
ENSMUSG00000024887	Asah2	19
ENSMUSG00000025888	Casp1	9
ENSMUSG00000062432	Cyp26c1	19
ENSMUSG00000025086	Trub1	19
ENSMUSG00000036880	Acaa2	18
ENSMUSG00000024510	Ftmt	18
ENSMUSG00000002372	Ranbp3	17
ENSMUSG00000069833	Ahnak	19
ENSMUSG00000055424	Gm9970	5
ENSMUSG00000094227	Gm21767	Y
ENSMUSG00000095213	Gm9944	4
ENSMUSG00000090455	Gm2431	7
ENSMUSG00000025014	Dntt	19
ENSMUSG00000052713	Zfp608	18
ENSMUSG00000047061	Gm9817	13
ENSMUSG00000048720	Tbc1d12	19
ENSMUSG00000024778	Fas	19
ENSMUSG00000024957	Kcnk4	19
ENSMUSG00000096550	Gm16367	JH584299.1
ENSMUSG00000025423	Pias2	18
ENSMUSG00000056399	Prss34	17
ENSMUSG00000025094	Slc18a2	19
ENSMUSG00000025013	Tll2	19
ENSMUSG00000094855	AC133095.1	JH584299.1
ENSMUSG00000024668	Sdhaf2	19
ENSMUSG00000025172	Ankrd2	19
ENSMUSG00000094293	Gm3893	4
ENSMUSG00000024232	Bambi	18
ENSMUSG00000094661	Ccl19	JH584294.1
ENSMUSG00000025200	Cwf19l1	19
ENSMUSG00000024530	Prelid3a	18
ENSMUSG00000024683	Mrpl16	19
ENSMUSG00000097481	D330020A13Rik	6
ENSMUSG00000025016	Tm9sf3	19
ENSMUSG00000052469	Tcp10c	17
ENSMUSG00000024578	Il17b	18
ENSMUSG00000094155	Btbd35f8	X
ENSMUSG00000074178	Gm10638	8
ENSMUSG00000094203	Gm17267	X
ENSMUSG00000054589	Gm9949	18
ENSMUSG00000091922	Gm17409	2
ENSMUSG00000094856	Gm21962	3
ENSMUSG00000094404	Gm21776	Y
ENSMUSG00000007480	Mc5r	18
ENSMUSG00000048799	Cep120	18
ENSMUSG00000055456	Gm9972	11
ENSMUSG00000024036	Slc37a1	17
ENSMUSG00000095353	Gm21783	Y
ENSMUSG00000033826	Dnah8	17
ENSMUSG00000095570	AC140325.3	GL456354.1
ENSMUSG00000066990	Gm10192	4
ENSMUSG00000034321	Exosc1	19
ENSMUSG00000052673	Gm9887	12
ENSMUSG00000058927	Gm10053	19
ENSMUSG00000095330	Gm21834	17
ENSMUSG00000052928	Ctif	18
ENSMUSG00000060375	3110018I06Rik	12
ENSMUSG00000091896	Ube2d2a	18
ENSMUSG00000078324	Btbd35f14	X
ENSMUSG00000047466	8030462N17Rik	18
ENSMUSG00000092097	Gm5819	18
ENSMUSG00000093916	Gm379	X
ENSMUSG00000091285	Gm17430	18
ENSMUSG00000091731	Gm17542	10
ENSMUSG00000095602	Gm21788	Y
ENSMUSG00000071052	Rpl7a-ps5	17
ENSMUSG00000068181	Gm10234	6
ENSMUSG00000094462	Gm21028	7
ENSMUSG00000090592	Gm17571	9
ENSMUSG00000097112	Gm26727	2
ENSMUSG00000026187	Xrcc5	1
ENSMUSG00000024487	Yipf5	18
ENSMUSG00000074635	3110070M22Rik	13
ENSMUSG00000061613	U2af1	17
ENSMUSG00000002668	Dennd1c	17
ENSMUSG00000094507	Gm21913	Y
ENSMUSG00000045008	9030612E09Rik	10
ENSMUSG00000062561	Gm10118	10
ENSMUSG00000062619	2310039H08Rik	17
ENSMUSG00000096256	Gm21093	4
ENSMUSG00000024518	Rax	18
ENSMUSG00000072963	Gm10447	11
ENSMUSG00000070511	Gm10295	7
ENSMUSG00000042874	D930007J09Rik	13
ENSMUSG00000023980	Taf8	17
ENSMUSG00000024614	Tmx3	18
ENSMUSG00000024527	Afg3l2	18
ENSMUSG00000083282	Ctsf	19
ENSMUSG00000067150	Xpo5	17
ENSMUSG00000024081	Cebpz	17
ENSMUSG00000116057	Vmn1r216	13
ENSMUSG00000024193	Phf1	17
ENSMUSG00000042372	Dmrt3	19
ENSMUSG00000095623	Il11ra2	JH584294.1
ENSMUSG00000050121	Opalin	19
ENSMUSG00000024292	Cyp4f14	17
ENSMUSG00000094161	Gm21904	Y
ENSMUSG00000022895	Ets2	16
ENSMUSG00000094170	Gm21170	Y
ENSMUSG00000075405	9430097D07Rik	2
ENSMUSG00000073486	Gm10518	1
ENSMUSG00000024246	Thumpd2	17
ENSMUSG00000063905	Gm10139	13
ENSMUSG00000061802	Armc4	18
ENSMUSG00000037013	Ss18	18
ENSMUSG00000073386	9830107B12Rik	17
ENSMUSG00000038498	Catsper1	19
ENSMUSG00000011589	Fsd1	17
ENSMUSG00000024049	Myom1	17
ENSMUSG00000024212	Mllt1	17
ENSMUSG00000046173	Pabpc6	17
ENSMUSG00000094727	Btbd35f5	X
ENSMUSG00000071858	Gm94	18
ENSMUSG00000024404	Riok3	18
ENSMUSG00000024660	Incenp	19
